,Bedrooms,Bathrooms,Furnishing,Tennants,Area,Price,Locality
1080,																																								3 BHK Apartment																									            	,1,Furnished,Bachelors/Family,1200 sqft,"           	 			           	 			16,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Amberpet 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	
1081,2 BHK Builder Floor,1,Unfurnished,Bachelors,850 sqft,"13,000"," Kukatpally Housing Board Colony, NH "
1082,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1400 sqft,"22,000", Kondapur 
1083,1 BHK Builder Floor,East,Unfurnished,Bachelors,East Facing Property,"10,000", Narsingi
1084,2 BHK Builder Floor,1,Semi-Furnished,Bachelors/Family,1150 sqft,"14,500", Humayun Nagar 
1085,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,900 sqft,"20,000", Moti Nagar 
1086,3 BHK Apartment,1,Semi-Furnished,Bachelors,1400 sqft,"22,000"," Amrutha Avenue, Manikonda, Outer Ring Road "
1087,2 BHK Builder Floor,Main Road,Bachelors/Family,2,980 sqft,"15,500", Narayanguda 
1088,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,850 sqft,"12,000", Moti Nagar 
1089,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,915 sqft,"9,000", Neredmet 
1090,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,2600 sqft,"30,000", Kondapur 
1091,2 BHK Apartment,1,Unfurnished,Bachelors,1200 sqft,"23,000"," Domalguda, Himayath Nagar, NH "
1092,2 BHK Penthouse,2,Semi-Furnished,Bachelors/Family,1200 sqft,"8,000"," Bachupally, Outer Ring Road "
1093,2 BHK Apartment,4,Unfurnished,Bachelors/Family,1150 sqft,"14,000"," Kachiguda, NH "
1094,2 BHK Builder Floor,1,Unfurnished,Family,1000 sqft,"11,000"," LB Nagar, NH "
1095,3 BHK Apartment,1,Unfurnished,Bachelors/Family,1855 sqft,"35,000", Hitech City 
1096,1 BHK Apartment,2,Unfurnished,Bachelors,read more,"5,000", Hyderaguda-Attapur
1097,2 BHK Apartment,1,Unfurnished,Bachelors,read more,"10,000", Hasmathpet
1098,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,91 sqyrd,"12,000"," Miyapur, NH "
1099,2 BHK Apartment,East,Semi-Furnished,Bachelors/Family,1314 sqft,"28,000"," Gachibowli, Outer Ring Road "
1100,1 BHK Apartment,East,Unfurnished,Bachelors,East Facing Property,"10,000"," Hafeezpet, NH "
1101,2 BHK Apartment,2,Furnished,Bachelors/Family,980 sqft,"15,000"," Madinaguda, Hafeezpet, NH "
1102,3 BHK Apartment,NaN,Bachelors/Family,3,1700 sqft,"20,000", Shaikpet 
1103,2 BHK Apartment,1,Furnished,Bachelors/Family,1275 sqft,"18,000"," Kukatpally Housing Board Colony, NH "
1104,1 BHK Apartment,1,Semi-Furnished,Bachelors/Family,NaN,"12,500", INCOR Bonsai Homes
1105,1 BHK Builder Floor,East,Unfurnished,Bachelors/Family,East Facing Property,"6,000", Begumpet
1106,2 BHK Apartment,2,Unfurnished,Bachelors/Family,1050 sqft,"9,000"," Sri Sai Varshith Residency, Beeramguda, Ramachandra Puram, NH "
1107,2 BHK Apartment,4,Semi-Furnished,Bachelors/Family,1750 sqft,"22,000", Q city 
1108,2 BHK Apartment,1,Unfurnished,Family,970 sqft,"15,000", KPHB Road 
1109,2 BHK Apartment,1 Covered,Bachelors/Family,2,1250 sqft,"20,000", Kondapur 
1110,2 BHK Apartment,1,Semi-Furnished,Bachelors,East Facing Property,"12,000", Gulistan Apartments
1111,3 BHK Apartment,1,Semi-Furnished,Bachelors,1300 sqft,"13,000"," Salar Jung Colony, Toli Chowki "
1112,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1260 sqft,"16,000", Tarnaka 
1113,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1080 sqft,"13,000", Bandam Kommu 
1114,2 BHK Apartment,1,Furnished,Bachelors/Family,1150 sqft,"15,000"," Park Stone, Attapur "
1115,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1314 sqft,"25,000"," Narsingi, Outer Ring Road "
1116,2 BHK Apartment,1,Unfurnished,Family,1000 sqft,"16,500"," Somajiguda, NH "
1117,2 BHK Apartment,Immediately,Furnished,Bachelors/Family,925 sqft,"5,000"," Sai Darshan, HMT nagar, Secunderabad "
1118,3 BHK Apartment,1,Semi-Furnished,Bachelors,1690 sqft,"40,000"," My Home Vihanga, Gachibowli, Outer Ring Road "
1119,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1035 sqft,"20,000"," Jains Amrutha, Vengal Rao Nagar, NH "
1120,2 BHK Apartment,East,Semi-Furnished,Bachelors/Family,1200 sqft,"10,000"," SBC Pristine Place, Gajularamaram "
1121,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1200 sqft,"10,000", Uppal Metro 
1122,1 BHK Apartment,1,Semi-Furnished,Bachelors/Family,read more,"11,000"," Yousufguda, NH "
1123,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1314 sqft,"30,000"," Gachibowli, Outer Ring Road "
1124,3 BHK Apartment,East,Semi-Furnished,Bachelors/Family,1380 sqft,"35,000"," Jains Carlton Creek, Gachibowli, Outer Ring Road "
1125,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1125 sqft,"21,000"," Ramky One Marvel, Kukatpally, NH "
1126,3 BHK Apartment,2,Furnished,Bachelors,1580 sqft,"45,000"," Green Terraces, Whitefields "
1127,1 BHK Apartment,1,Unfurnished,Bachelors/Family,read more,"13,000", Chhota Anjaiah Nagar
1128,1 BHK Builder Floor,1,Unfurnished,Bachelors,East Facing Property,"7,500", Bharat Nagar
1129,1 BHK Apartment,1,Unfurnished,Bachelors/Family,read more,"13,000", Chhota Anjaiah Nagar
1130,3 BHK Apartment,1,Semi-Furnished,Bachelors,1580 sqft,"30,000"," Rainbow Vistas Rock Gardens, Hitech City "
1131,1 BHK Builder Floor,1,Unfurnished,Bachelors/Family,read more,"11,000"," Kukatpally Housing Board Colony, NH "
1132,3 BHK Apartment,2,Furnished,Bachelors/Family,1800 sqft,"35,000"," Adi Emerald, Kondapur "
1133,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1756 sqft,"26,000"," Tulip Residency, Kondapur "
1134,2 BHK Apartment,1,Furnished,Bachelors/Family,1000 sqft,"11,000", Vasavi Nagar-Karkhana 
1135,3 BHK Apartment,2,Furnished,Bachelors/Family,1500 sqft,"20,000", Tarnaka 
1136,2 BHK Builder Floor,2,Furnished,Family,1050 sqft,"15,000"," Pragathi Nagar, Kukatpally "
1137,3 BHK Apartment,From Nov '19,Family,2,1700 sqft,"24,000"," Srinagar Colony, Old Malakpet, NH "
1138,2 BHK Apartment,1,Furnished,Bachelors/Family,880 sqft,"15,000"," Happy Homes Colony, Hyderabad Expressway "
1139,2 BHK Apartment,1 Covered,Bachelors/Family,2,1325 sqft,"18,000", Suchitra Circle 
1140,3 BHK Apartment,Main Road,Semi-Furnished,Bachelors/Family,2500 sqft,"25,000"," Srinagar Colony, Old Malakpet, NH "
1141,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1250 sqft,"23,000"," Ashok Nagar, Himayath Nagar "
1142,3 BHK Apartment,2,Furnished,Family,1800 sqft,"32,000"," Aditya DSR LakeSide, Madhava Reddy Colony, Gachibowli "
1143,1 BHK Builder Floor,North - West,Unfurnished,Bachelors/Family,read more,"8,000"," Beeramguda, Ramachandra Puram, NH "
1144,Studio Apartment,Immediately,Furnished,Bachelors/Family,read more,"8,000", Telecom Nagar
1145,1 BHK Apartment,1,Unfurnished,Bachelors,East Facing Property,"6,000", ALEAP
1146,1 BHK Apartment,2,Semi-Furnished,Bachelors/Family,read more,"11,000", Kondapur
1147,2 BHK Builder Floor,2,Semi-Furnished,Bachelors/Family,1200 sqft,"14,000", Attapur 
1148,1 BHK Builder Floor,1,Unfurnished,Bachelors/Family,read more,"14,000", Kondapur
1149,1 BHK Penthouse,1,Semi-Furnished,Bachelors/Family,read more,"5,000"," Uppal, NH "
1150,2 BHK Apartment,2,Semi-Furnished,Bachelors,900 sqft,"16,000", New Allapur 
1151,2 BHK Apartment,NaN,Bachelors/Family,2,1200 sqft,"15,000"," Punjagutta, NH "
1152,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,850 sqft,"26,000"," Mantri Celestia, Gachibowli, Outer Ring Road "
1153,2 BHK Apartment,NaN,Bachelors/Family,2,1100 sqft,"14,000"," Chandanagar, NH "
1154,2 BHK Apartment,1,Furnished,Bachelors/Family,1000 sqft,"12,000", Jubilee Hills 
1155,3 BHK Apartment,2,Semi-Furnished,Bachelors,1450 sqft,"35,000"," Aditya Sunshine, Hitech City "
1156,3 BHK Apartment,East,Semi-Furnished,Family,1600 sqft,"21,000"," Lakshmi Royal Castle, Nallagandla, Serilingampally "
1157,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1025 sqft,"27,000"," Mantri Celestia, Gachibowli, Outer Ring Road "
1158,2 BHK Apartment,1,Furnished,Bachelors/Family,880 sqft,"15,000"," Happy Homes Colony, Hyderabad Expressway "
1159,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1400 sqft,"12,000"," Sun City, Bandlaguda, Chevella Road "
1160,2 BHK Apartment,3,Unfurnished,Bachelors/Family,1000 sqft,"10,000"," Swathi Pooja Homes, Dilsukh Nagar, NH "
1161,3 BHK Apartment,1,Unfurnished,Bachelors,1250 sqft,"22,000"," Janapriya Metropolis, Moti Nagar "
1162,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1868 sqft,"30,000"," Indu Fortune Fields apartments, Hitech City "
1163,2 BHK Apartment,1,Semi-Furnished,Bachelors,1200 sqft,"20,000"," Lingampally-Serilingampally, NH "
1164,3 BHK Apartment,3,Semi-Furnished,Family,1480 sqft,"34,000"," Vertex Panache, Gachibowli, Outer Ring Road "
1165,1 BHK Apartment,1,Unfurnished,Bachelors/Family,East Facing Property,"10,500"," Lingampally-Serilingampally, NH "
1166,2 BHK Apartment,1,Unfurnished,Family,900 sqft,"15,000", KPHB Road 
1167,1 BHK Apartment,1,Semi-Furnished,Bachelors/Family,East Facing Property,"10,000"," Miyapur, NH "
1168,3 BHK Apartment,1,Unfurnished,Bachelors,1515 sqft,"14,000"," Pragathi Nagar, Kukatpally "
1169,3 BHK Apartment,From Nov '19,Family,3,1500 sqft,"16,000"," Habsiguda, NH "
1170,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1100 sqft,"12,000"," Umas Aadya and Arha Mensions, Kukatpally, NH "
